ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc02229	acyl-CoA dehydrogenase C-terminal domain-containing protein(SM2011_RS17020)	Sinorhizobium meliloti 2011			GO:0004085~butyryl-CoA dehydrogenase activity,GO:0016627~oxidoreductase activity, acting on the CH-CH group of donors,GO:0050660~flavin adenine dinucleotide binding,	IPR006091:Acyl-CoA oxidase/dehydrogenase, central domain,IPR009075:Acyl-CoA dehydrogenase/oxidase C-terminal,IPR009100:Acyl-CoA dehydrogenase/oxidase,IPR013786:Acyl-CoA dehydrogenase/oxidase, N-terminal,IPR020953:Acyl-CoA dehydrogenase, N-terminal, bacteria,IPR025878:Acetyl-CoA dehydrogenase-like C-terminal domain,						KW-0274~FAD,	KW-0560~Oxidoreductase,		DOMAIN:Acyl-CoA_dh_1,DOMAIN:Acyl-CoA_dh_C,DOMAIN:Acyl-CoA_dh_M,DOMAIN:Acyl-CoA_dh_N,DOMAIN:AcylCoA_DH_N,
SMc00977	acyl-CoA dehydrogenase(SM2011_RS18770)	Sinorhizobium meliloti 2011			GO:0003995~acyl-CoA dehydrogenase activity,GO:0008470~isovaleryl-CoA dehydrogenase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR006089:Acyl-CoA dehydrogenase, conserved site,IPR006091:Acyl-CoA oxidase/dehydrogenase, central domain,IPR009075:Acyl-CoA dehydrogenase/oxidase C-terminal,IPR009100:Acyl-CoA dehydrogenase/oxidase,IPR013786:Acyl-CoA dehydrogenase/oxidase, N-terminal,IPR025878:Acetyl-CoA dehydrogenase-like C-terminal domain,						KW-0274~FAD,	KW-0560~Oxidoreductase,		DOMAIN:Acyl-CoA_dh_1,DOMAIN:Acyl-CoA_dh_C,DOMAIN:Acyl-CoA_dh_M,DOMAIN:Acyl-CoA_dh_N,
SMc01288	adenylate kinase(SM2011_RS21345)	Sinorhizobium meliloti 2011	GO:0044209~AMP salvage,	GO:0005737~cytoplasm,	GO:0004017~adenylate kinase activity,GO:0005524~ATP binding,	IPR000850:Adenylate kinase,IPR006259:Adenylate kinase subfamily,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0545~Nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,		BINDING:AMP,BINDING:ATP,BINDING:ATP; via carbonyl oxygen,NP_BIND:AMP,NP_BIND:ATP,REGION:LID,REGION:NMP,
SMc01169	alanine dehydrogenase(ald)	Sinorhizobium meliloti 2011	GO:0042853~L-alanine catabolic process,		GO:0000166~nucleotide binding,GO:0000286~alanine dehydrogenase activity,	IPR007698:Alanine dehydrogenase/PNT, NAD(H)-binding domain,IPR007886:Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal,IPR008141:Alanine dehydrogenase/pyridine nucleotide transhydrogenase,IPR008143:Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-2,	PIRSF000183:alanine dehydrogenase,	SM01002:SM01002,SM01003:SM01003,				KW-0520~NAD,KW-0547~Nucleotide-binding,			ACT_SITE:Proton donor/acceptor,BINDING:NAD,BINDING:Substrate,DOMAIN:AlaDh_PNT_C,DOMAIN:AlaDh_PNT_N,NP_BIND:NAD,
SMc00475	alanine--tRNA ligase(alaS)	Sinorhizobium meliloti 2011	GO:0006419~alanyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0004813~alanine-tRNA ligase activity,GO:0005524~ATP binding,GO:0008270~zinc ion binding,	IPR002318:Alanine-tRNA ligase, class IIc,IPR003156:Phosphoesterase, DHHA1,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR012947:Threonyl/alanyl tRNA synthetase, SAD,IPR018162:Alanine-tRNA ligase, class IIc, anti-codon-binding domain,IPR018163:Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain,IPR018164:Alanyl-tRNA synthetase, class IIc, N-terminal,IPR018165:Alanyl-tRNA synthetase, class IIc, core domain,IPR023033:Alanine-tRNA ligase, eukaryota/bacteria,		SM00863:SM00863,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,KW-0694~RNA-binding,KW-0820~tRNA-binding,		DOMAIN:AA_TRNA_LIGASE_II_ALA,METAL:Zinc,
SM_b20170	alcohol dehydrogenase(C770_RS32810)	Sinorhizobium meliloti GR4	GO:0006069~ethanol oxidation,		GO:0008270~zinc ion binding,	IPR002328:Alcohol dehydrogenase, zinc-type, conserved site,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR014183:Alcohol dehydrogenase class III/S-(hydroxymethyl)glutathione dehydrogenase,						KW-0479~Metal-binding,KW-0520~NAD,KW-0862~Zinc,			DOMAIN:ADH_N,DOMAIN:ADH_zinc_N,
SM_b20138	amidohydrolase family protein(SM2011_RS07265)	Sinorhizobium meliloti 2011			GO:0016787~hydrolase activity,GO:0016831~carboxy-lyase activity,	IPR006680:Amidohydrolase 1,							KW-0378~Hydrolase,KW-0456~Lyase,		DOMAIN:Amidohydro-rel,
SMc01597	amino acid permease(SM2011_RS25655)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR002293:Amino acid/polyamine transporter I,				KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
SMc00235	anthranilate phosphoribosyltransferase(trpD)	Sinorhizobium meliloti 2011	GO:0000162~tryptophan biosynthetic process,		GO:0000287~magnesium ion binding,GO:0004048~anthranilate phosphoribosyltransferase activity,	IPR000312:Glycosyl transferase, family 3,IPR005940:Anthranilate phosphoribosyl transferase,IPR017459:Glycosyl transferase family 3, N-terminal domain,			KW-0028~Amino-acid biosynthesis,KW-0057~Aromatic amino acid biosynthesis,KW-0822~Tryptophan biosynthesis,			KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0328~Glycosyltransferase,KW-0808~Transferase,		BINDING:Anthranilate 1,BINDING:Anthranilate 1; via carbonyl oxygen,BINDING:Anthranilate 2,BINDING:Phosphoribosylpyrophosphate,BINDING:Phosphoribosylpyrophosphate; via amide nitrogen,DOMAIN:Glycos_trans_3N,DOMAIN:Glycos_transf_3,METAL:Magnesium 1,METAL:Magnesium 2,REGION:Phosphoribosylpyrophosphate binding,
SMc01111	apolipoprotein N-acyltransferase(lnt)	Sinorhizobium meliloti 2011	GO:0042158~lipoprotein biosynthetic process,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0016410~N-acyltransferase activity,	IPR003010:Carbon-nitrogen hydrolase,IPR004563:Apolipoprotein N-acyltransferase,				KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0012~Acyltransferase,KW-0808~Transferase,	KW-0449~Lipoprotein,	ACT_SITE:Nucleophile,ACT_SITE:Proton acceptor,DOMAIN:CN hydrolase,TRANSMEM:Helical,
SMa1683	arylsulfatase(SM2011_RS04620)	Sinorhizobium meliloti 2011			GO:0008484~sulfuric ester hydrolase activity,	IPR000917:Sulfatase,IPR017850:Alkaline-phosphatase-like, core domain,					KW-0732~Signal,		KW-0378~Hydrolase,KW-0808~Transferase,		DOMAIN:Sulfatase,
SM_b20652	asparagine synthase (glutamine-hydrolyzing)(asnB)	Sinorhizobium meliloti 2011	GO:0006529~asparagine biosynthetic process,GO:0006541~glutamine metabolic process,		GO:0004066~asparagine synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,	IPR001962:Asparagine synthase,IPR006426:Asparagine synthase, glutamine-hydrolyzing,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR017932:Glutamine amidotransferase type 2 domain,	PIRSF001589:asparagine synthetase [glutamine-hydrolyzing],		KW-0028~Amino-acid biosynthesis,KW-0061~Asparagine biosynthesis,				KW-0436~Ligase,		ACT_SITE:For GATase activity,BINDING:ATP; via amide nitrogen and carbonyl oxygen,BINDING:Glutamine,DOMAIN:Glutamine amidotransferase type-2,SITE:Important for beta-aspartyl-AMP intermediate formation,
SMc04277	beta-hydroxyacyl-ACP dehydratase(SM2011_RS24255)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0016829~lyase activity,	IPR013114:Beta-hydroxyacyl-(acyl-carrier-protein) dehydratase, FabA/FabZ,				KW-0472~Membrane,	KW-0812~Transmembrane,		KW-0456~Lyase,
SMc04273	beta-ketoacyl-ACP synthase(SM2011_RS24245)	Sinorhizobium meliloti 2011	GO:0006633~fatty acid biosynthetic process,		GO:0004315~3-oxoacyl-[acyl-carrier-protein] synthase activity,GO:0033817~beta-ketoacyl-acyl-carrier-protein synthase II activity,	IPR014030:Beta-ketoacyl synthase, N-terminal,IPR014031:Beta-ketoacyl synthase, C-terminal,IPR016039:Thiolase-like,IPR018201:Beta-ketoacyl synthase, active site,IPR020841:Polyketide synthase, beta-ketoacyl synthase domain,		SM00825:SM00825,					KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:PKS_KS,
SMc04449	bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase(SM2011_RS22640)	Sinorhizobium meliloti 2011	GO:0009166~nucleotide catabolic process,		GO:0000166~nucleotide binding,GO:0008254~3'-nucleotidase activity,GO:0008663~2',3'-cyclic-nucleotide 2'-phosphodiesterase activity,GO:0046872~metal ion binding,	IPR004843:Metallophosphoesterase domain,IPR006146:5'-Nucleotidase, conserved site,IPR006179:5'-Nucleotidase/apyrase,IPR006311:Twin-arginine translocation pathway, signal sequence,IPR008334:5'-Nucleotidase, C-terminal,						KW-0479~Metal-binding,	KW-0378~Hydrolase,KW-0511~Multifunctional enzyme,		DOMAIN:5_nucleotid_C,DOMAIN:Metallophos,
SMc01215	carbamoyl-phosphate synthase large subunit(carB)	Sinorhizobium meliloti 2011	GO:0006526~arginine biosynthetic process,GO:0044205~'de novo' UMP biosynthetic process,		GO:0004088~carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO:0005524~ATP binding,GO:0046872~metal ion binding,	IPR005479:Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain,IPR005480:Carbamoyl-phosphate synthetase, large subunit oligomerisation domain,IPR005483:Carbamoyl-phosphate synthase large subunit, CPSase domain,IPR006275:Carbamoyl-phosphate synthase, large subunit,IPR011607:Methylglyoxal synthase-like domain,IPR011761:ATP-grasp fold,IPR013815:ATP-grasp fold, subdomain 1,IPR016185:Pre-ATP-grasp domain,		SM00851:SM00851,SM01096:SM01096,	KW-0028~Amino-acid biosynthesis,KW-0055~Arginine biosynthesis,KW-0665~Pyrimidine biosynthesis,		KW-0677~Repeat,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0464~Manganese,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		COMPBIAS:Basic and acidic residues,DOMAIN:ATP-grasp,DOMAIN:ATP-grasp 1,DOMAIN:ATP-grasp 2,DOMAIN:MGS-like,METAL:Magnesium 1,METAL:Magnesium 2,METAL:Magnesium 3,METAL:Magnesium 4,NP_BIND:ATP,REGION:Allosteric domain,REGION:Carbamoyl phosphate synthetic domain,REGION:Carboxyphosphate synthetic domain,REGION:Disordered,REGION:Oligomerization domain,
SM_b20327	carbohydrate ABC transporter permease(SM2011_RS08155)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc02871	carbohydrate ABC transporter permease(SM2011_RS15320)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc03063	carbohydrate ABC transporter permease(SM2011_RS17850)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc01498	carbohydrate ABC transporter permease(SM2011_RS26800)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc02516	carbohydrate ABC transporter permease(SM2011_RS29765)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,
SMc02442	carbon-nitrogen hydrolase family protein(SM2011_RS27715)	Sinorhizobium meliloti 2011	GO:0006807~nitrogen compound metabolic process,		GO:0016787~hydrolase activity,	IPR001110:Uncharacterised protein family UPF0012, conserved site,IPR003010:Carbon-nitrogen hydrolase,							KW-0378~Hydrolase,		DOMAIN:CN hydrolase,
SM_b21522	cell division topological specificity factor MinE(minE)	Sinorhizobium meliloti 2011	GO:0007049~cell cycle,GO:0032955~regulation of barrier septum assembly,GO:0051301~cell division,			IPR005527:Septum formation topological specificity factor MinE,			KW-0131~Cell cycle,KW-0132~Cell division,
SM_b21522	cell division topological specificity factor(C770_RS27060)	Sinorhizobium meliloti GR4	GO:0007049~cell cycle,GO:0032955~regulation of barrier septum assembly,GO:0051301~cell division,			IPR005527:Septum formation topological specificity factor MinE,			KW-0131~Cell cycle,KW-0132~Cell division,
SMa0744	chaperonin GroEL(groL)	Sinorhizobium meliloti 2011	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SMc00913	chaperonin GroEL(groL)	Sinorhizobium meliloti 2011	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SM_b21566	chaperonin GroEL(groL)	Sinorhizobium meliloti 2011	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SM_b20202	class 1 fructose-bisphosphatase(SM2011_RS07555)	Sinorhizobium meliloti 2011	GO:0006094~gluconeogenesis,GO:0016051~carbohydrate biosynthetic process,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0042132~fructose 1,6-bisphosphate 1-phosphatase activity,	IPR000146:Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase,IPR020548:Fructose-1,6-bisphosphatase, active site,	PIRSF000904:fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase,PIRSF500210:fructose-1,6-bisphosphatase [Parent=PIRSF000904],		KW-0119~Carbohydrate metabolism,	KW-0963~Cytoplasm,		KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0378~Hydrolase,		BINDING:Substrate,DOMAIN:FBPase,DOMAIN:FBPase_C,METAL:Magnesium 1,METAL:Magnesium 1; via carbonyl oxygen,METAL:Magnesium 2,REGION:Substrate binding,
SMa1953	class A beta-lactamase(bla)	Sinorhizobium meliloti 2011	GO:0030655~beta-lactam antibiotic catabolic process,GO:0046677~response to antibiotic,		GO:0008800~beta-lactamase activity,	IPR000871:Beta-lactamase, class-A/D,IPR012338:Beta-lactamase/transpeptidase-like,									DOMAIN:Beta-lactamase2,
SM_b21514	class I SAM-dependent methyltransferase(SM2011_RS13195)	Sinorhizobium meliloti 2011	GO:0032259~methylation,		GO:0003676~nucleic acid binding,GO:0008168~methyltransferase activity,GO:0008276~protein methyltransferase activity,	IPR002052:DNA methylase, N-6 adenine-specific, conserved site,IPR004556:Modification methylase HemK,IPR007848:Methyltransferase small domain,						KW-0949~S-adenosyl-L-methionine,	KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0540~Nuclease,KW-0808~Transferase,		DOMAIN:MTS,
SMc00134	class I SAM-dependent methyltransferase(SM2011_RS23930)	Sinorhizobium meliloti 2011	GO:0032259~methylation,		GO:0008168~methyltransferase activity,	IPR011990:Tetratricopeptide-like helical,IPR013105:Tetratricopeptide TPR2,IPR019734:Tetratricopeptide repeat,		SM00028:TPR,			KW-0802~TPR repeat,		KW-0489~Methyltransferase,KW-0808~Transferase,		REPEAT:TPR,
SMc03143	class I SAM-dependent methyltransferase(SM2011_RS29385)	Sinorhizobium meliloti 2011											KW-0489~Methyltransferase,KW-0808~Transferase,
SMa0745	co-chaperone GroES(groES)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,	IPR011032:GroES-like,IPR018369:Chaperonin Cpn10, conserved site,IPR020818:Chaperonin Cpn10,		SM00883:SM00883,	KW-0346~Stress response,	KW-0963~Cytoplasm,			KW-0143~Chaperone,
SM_b22023	co-chaperone GroES(groES)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,	IPR011032:GroES-like,IPR018369:Chaperonin Cpn10, conserved site,IPR020818:Chaperonin Cpn10,		SM00883:SM00883,	KW-0346~Stress response,	KW-0963~Cytoplasm,			KW-0143~Chaperone,
SMc04282	cobyrinate a,c-diamide synthase(SM2011_RS24275)	Sinorhizobium meliloti 2011	GO:0006541~glutamine metabolic process,GO:0009236~cobalamin biosynthetic process,		GO:0005524~ATP binding,GO:0042242~cobyrinic acid a,c-diamide synthase activity,GO:0043802~hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity,	IPR002586:CobQ/CobB/MinD/ParA nucleotide binding domain,IPR004484:Cobyrinic acid a,c-diamide synthase CbiA,IPR011698:CobB/CobQ-like glutamine amidotransferase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0169~Cobalamin biosynthesis,		KW-0315~Glutamine amidotransferase,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		ACT_SITE:Nucleophile,DOMAIN:CbiA,DOMAIN:GATase cobBQ-type,DOMAIN:GATase_3,SITE:Increases nucleophilicity of active site Cys,
SMa1198	copper resistance CopC/CopD family protein(SM2011_RS03270)	Sinorhizobium meliloti 2011	GO:0006825~copper ion transport,GO:0046688~response to copper ion,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0042597~periplasmic space,	GO:0005507~copper ion binding,	IPR007348:CopC domain,IPR008457:Copper resistance D,IPR014755:Copper resistance protein CopC/internalin, immunoglobulin-like,IPR014756:Immunoglobulin E-set,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0732~Signal,KW-0812~Transmembrane,	KW-0186~Copper,			DOMAIN:CopC,DOMAIN:CopD,TRANSMEM:Helical,
SMc00976	crotonase/enoyl-CoA hydratase family protein(SM2011_RS18775)	Sinorhizobium meliloti 2011			GO:0003824~catalytic activity,GO:0004300~enoyl-CoA hydratase activity,GO:0016853~isomerase activity,	IPR001753:Crotonase superfamily,					KW-0175~Coiled coil,		KW-0413~Isomerase,KW-0456~Lyase,
SMc02645	cyclopropane-fatty-acyl-phospholipid synthase(cfa2)	Sinorhizobium meliloti 2011	GO:0008610~lipid biosynthetic process,GO:0032259~methylation,		GO:0008825~cyclopropane-fatty-acyl-phospholipid synthase activity,	IPR003333:Mycolic acid cyclopropane synthase,	PIRSF003085:fatty-acyl-phospholipid/mycolic acid cyclopropane synthase,				KW-0175~Coiled coil,		KW-0489~Methyltransferase,KW-0808~Transferase,
SMa1232	cytochrome C(C770_RS22455)	Sinorhizobium meliloti GR4	GO:0019333~denitrification pathway,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR005126:NapC/NirT cytochrome c, N-terminal,IPR011885:Periplasmic nitrate reductase c-type cytochrome, NapC/NirT,IPR024717:Denitrification system component NapC/NirT/NrfH,	PIRSF000013:denitrification system component NapC/NirT(membrane-bound tetraheme cytochrome),		KW-0249~Electron transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,	KW-0349~Heme,KW-0408~Iron,			BINDING:Heme 1; covalent,BINDING:Heme 2; covalent,BINDING:Heme 3; covalent,BINDING:Heme 4; covalent,DOMAIN:Cytochrom_NNT,METAL:Iron (heme 1 axial ligand),METAL:Iron (heme 2 axial ligand); via tele nitrogen,METAL:Iron (heme 3 axial ligand); via tele nitrogen,METAL:Iron (heme 4 axial ligand); via tele nitrogen,TRANSMEM:Helical,
SMa1211	cytochrome c oxidase accessory protein CcoG(ccoG)	Sinorhizobium meliloti 2011	GO:0009399~nitrogen fixation,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR009051:Alpha-helical ferredoxin,IPR013783:Immunoglobulin-like fold,IPR014116:Cytochrome c oxidase cbb3 type, accessory protein FixG,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,IPR017900:4Fe-4S ferredoxin, iron-sulphur binding, conserved site,			KW-0249~Electron transport,KW-0535~Nitrogen fixation,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,			DOMAIN:4Fe-4S ferredoxin-type,METAL:Iron-sulfur (4Fe-4S),TRANSMEM:Helical,
SMa1220	cytochrome c oxidase subunit 1 homolog, bacteroid(C770_RS22490)	Sinorhizobium meliloti GR4	GO:0006119~oxidative phosphorylation,	GO:0016021~integral component of membrane,GO:0045278~plasma membrane respiratory chain complex IV,	GO:0004129~cytochrome-c oxidase activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR000883:Cytochrome c oxidase, subunit I,IPR004677:Cytochrome c oxidase cbb3-type, subunit I,IPR023615:Cytochrome c oxidase, subunit I, copper-binding site,IPR023616:Cytochrome c oxidase, subunit I domain,			KW-0249~Electron transport,KW-0679~Respiratory chain,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0186~Copper,KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-1278~Translocase,		METAL:Copper B; via pros nitrogen,METAL:Copper B; via tele nitrogen,METAL:Iron (high-spin heme b 2 axial ligand); via tele nitrogen,METAL:Iron (low-spin heme b 1 axial ligand); via tele nitrogen,TRANSMEM:Helical,
SMc00086	cytochrome c(SM2011_RS19295)	Sinorhizobium meliloti 2011			GO:0009055~electron carrier activity,GO:0020037~heme binding,GO:0033717~gluconate 2-dehydrogenase (acceptor) activity,GO:0046872~metal ion binding,	IPR009056:Cytochrome c domain,						KW-0349~Heme,KW-0408~Iron,	KW-0418~Kinase,KW-0560~Oxidoreductase,KW-0808~Transferase,		DOMAIN:Cytochrome c,
SMa1232	cytochrome c3 family protein(SM2011_RS03360)	Sinorhizobium meliloti 2011	GO:0019333~denitrification pathway,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR005126:NapC/NirT cytochrome c, N-terminal,IPR011885:Periplasmic nitrate reductase c-type cytochrome, NapC/NirT,IPR024717:Denitrification system component NapC/NirT/NrfH,	PIRSF000013:denitrification system component NapC/NirT(membrane-bound tetraheme cytochrome),		KW-0249~Electron transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0349~Heme,KW-0408~Iron,			BINDING:Heme 1; covalent,BINDING:Heme 2; covalent,BINDING:Heme 3; covalent,BINDING:Heme 4; covalent,DOMAIN:Cytochrom_NNT,METAL:Iron (heme 1 axial ligand),METAL:Iron (heme 2 axial ligand); via tele nitrogen,METAL:Iron (heme 3 axial ligand); via tele nitrogen,METAL:Iron (heme 4 axial ligand); via tele nitrogen,TRANSMEM:Helical,
SMc02254	cytochrome d ubiquinol oxidase subunit II(cydB)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR003317:Cytochrome d ubiquinol oxidase, subunit II,	PIRSF000267:cytochrome oxidase, subunit 2,			KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,
SM_b21489	cytochrome o ubiquinol oxidase subunit III(cyoC)	Sinorhizobium meliloti 2011	GO:0019646~aerobic electron transport chain,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004129~cytochrome-c oxidase activity,GO:0009486~cytochrome bo3 ubiquinol oxidase activity,	IPR000298:Cytochrome c oxidase, subunit III,IPR013833:Cytochrome c oxidase, subunit III, 4-helical bundle,IPR014206:Cytochrome o ubiquinol oxidase, subunit III,IPR024791:Cytochrome c/ubiquinol oxidase subunit III,			KW-0249~Electron transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,			KW-0560~Oxidoreductase,		DOMAIN:COX3,TRANSMEM:Helical,
