ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE			
SMc03042	flagellar motor protein MotB(SM2011_RS17735)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR006665:Outer membrane protein, OmpA/MotB, C-terminal,IPR025713:Motility protein B, N-terminal domain,				KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-1003~Cell membrane,	KW-0812~Transmembrane,				COMPBIAS:Polar residues,DOMAIN:OmpA-like,REGION:Disordered,TRANSMEM:Helical,			
SMc03022	flagellar motor stator protein MotA(motA)	Sinorhizobium meliloti 2011	GO:0006811~ion transport,GO:0006935~chemotaxis,GO:0097588~archaeal or bacterial-type flagellum-dependent cell motility,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000540:Flagellar motor protein MotA, conserved site,IPR002898:MotA/TolQ/ExbB proton channel,IPR022522:Flagellar motor stator, MotA,			KW-0145~Chemotaxis,KW-0283~Flagellar rotation,KW-0375~Hydrogen ion transport,KW-0406~Ion transport,KW-0813~Transport,	KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:MotA_ExbB,TRANSMEM:Helical,			
SMc03019	flagellar motor switch protein FliG(fliG)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005886~plasma membrane,GO:0009425~bacterial-type flagellum basal body,	GO:0003774~motor activity,	IPR000090:Flagellar motor switch protein FliG,IPR011002:Flagellar motor switch protein FliG, alpha-helical,			KW-0145~Chemotaxis,KW-0283~Flagellar rotation,	KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					DOMAIN:FliG_C,DOMAIN:FliG_M,DOMAIN:FliG_N,MOTIF:Part of the EHPQR-motif,SITE:Part of the EHPQR-motif,			
SMc03021	flagellar motor switch protein FliM(SM2011_RS17630)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0097588~archaeal or bacterial-type flagellum-dependent cell motility,	GO:0005886~plasma membrane,GO:0009425~bacterial-type flagellum basal body,		IPR001543:Surface presentation of antigen (SpoA),			KW-0145~Chemotaxis,KW-0283~Flagellar rotation,	KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					DOMAIN:FliMN_C,			
SMc03020	flagellar motor switch protein FliN(fliN)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005886~plasma membrane,GO:0009425~bacterial-type flagellum basal body,	GO:0003774~motor activity,	IPR001172:Flagellar motor switch FliN/Type III secretion HrcQb,IPR001543:Surface presentation of antigen (SpoA),IPR012826:Flagellar motor switch FliN,			KW-0145~Chemotaxis,KW-0283~Flagellar rotation,	KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					DOMAIN:FliMN_C,			
SMc03025	flagellar protein export ATPase FliI(fliI)	Sinorhizobium meliloti 2011	GO:0030254~protein secretion by the type III secretion system,GO:0044781~bacterial-type flagellum organization,	GO:0005737~cytoplasm,GO:0009288~bacterial-type flagellum,GO:0030257~type III protein secretion system complex,	GO:0005524~ATP binding,GO:0046933~proton-transporting ATP synthase activity, rotational mechanism,GO:0046961~proton-transporting ATPase activity, rotational mechanism,	IPR000194:ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain,IPR003593:AAA+ ATPase domain,IPR005714:ATPase, type III secretion system, FliI/YscN,IPR020003:ATPase, alpha/beta subunit, nucleotide-binding domain, active site,IPR022426:Flagellum-specific ATP synthase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0066~ATP synthesis,KW-0375~Hydrogen ion transport,KW-0406~Ion transport,KW-0653~Protein transport,KW-0813~Transport,KW-1005~Bacterial flagellum biogenesis,KW-1006~Bacterial flagellum protein export,	KW-0282~Flagellum,KW-0963~Cytoplasm,KW-0966~Cell projection,KW-0969~Cilium,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-1278~Translocase,		DOMAIN:AAA,NP_BIND:ATP,			
SMc03037	flagellin A(SM2011_RS17710)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,			
SMc03038	flagellin B(SM2011_RS17715)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,			
SMc03040	flagellin C(SM2011_RS17725)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,			
SMc03039	flagellin D(SM2011_RS17720)	Sinorhizobium meliloti 2011	GO:0071973~bacterial-type flagellum-dependent cell motility,	GO:0005576~extracellular region,GO:0009288~bacterial-type flagellum,	GO:0005198~structural molecule activity,	IPR001029:Flagellin, D0/D1 domain,IPR001492:Flagellin,				KW-0282~Flagellum,KW-0964~Secreted,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,	KW-0175~Coiled coil,				DOMAIN:Flagellin_D0/D1,			
SM_b20149	four-carbon acid sugar kinase family protein(SM2011_RS07320)	Sinorhizobium meliloti 2011	GO:0005975~carbohydrate metabolic process,		GO:0005524~ATP binding,GO:0016301~kinase activity,	IPR010737:Protein of unknown function, DUF1537,			KW-0119~Carbohydrate metabolism,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,		DOMAIN:NBD_C,DOMAIN:SBD_N,			
SM_b21113	fuconate dehydratase(C770_RS30115)	Sinorhizobium meliloti GR4	GO:0009063~cellular amino acid catabolic process,GO:0016052~carbohydrate catabolic process,		GO:0016853~isomerase activity,GO:0046872~metal ion binding,GO:0050023~L-fuconate dehydratase activity,	IPR013341:Mandelate racemase/muconate lactonizing enzyme, N-terminal,IPR013342:Mandelate racemase/muconate lactonizing enzyme, C-terminal,IPR018110:Mandelate racemase/muconate lactonizing enzyme, conserved site,		SM00922:SM00922,					KW-0413~Isomerase,		DOMAIN:MR_MLE,			
SMc03004	globin-coupled sensor protein(SM2011_RS17545)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0007165~signal transduction,	GO:0016020~membrane,	GO:0004888~transmembrane signaling receptor activity,GO:0019825~oxygen binding,GO:0020037~heme binding,	IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,IPR009050:Globin-like,IPR012292:Globin, structural domain,		SM00283:MA,	KW-0145~Chemotaxis,				KW-0675~Receptor,KW-0807~Transducer,		DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,REGION:Disordered,			
SMc02042	glucose-6-phosphate isomerase(SM2011_RS27365)	Sinorhizobium meliloti 2011	GO:0006094~gluconeogenesis,GO:0006096~glycolytic process,	GO:0005737~cytoplasm,	GO:0004347~glucose-6-phosphate isomerase activity,GO:0005506~iron ion binding,	IPR010551:Glucose-6-phosphate isomerase, prokaryote,IPR011051:RmlC-like cupin domain,IPR014710:RmlC-like jelly roll fold,IPR016758:Glucose-6-phosphate isomerase, subgroup,	PIRSF019325:glucose-6-phosphate isomerase,		KW-0312~Gluconeogenesis,KW-0324~Glycolysis,	KW-0963~Cytoplasm,		KW-0408~Iron,KW-0479~Metal-binding,	KW-0413~Isomerase,		DOMAIN:GPI,METAL:Iron,			
SMa0878	glutamine--fructose-6-phosphate transaminase (isomerizing)(glmS)	Sinorhizobium meliloti 2011	GO:0005975~carbohydrate metabolic process,GO:0006541~glutamine metabolic process,GO:1901137~carbohydrate derivative biosynthetic process,	GO:0005737~cytoplasm,	GO:0004360~glutamine-fructose-6-phosphate transaminase (isomerizing) activity,GO:0097367~carbohydrate derivative binding,	IPR001347:Sugar isomerase (SIS),IPR005855:Glucosamine-fructose-6-phosphate aminotransferase, isomerising,IPR017932:Glutamine amidotransferase type 2 domain,			KW-0536~Nodulation,	KW-0963~Cytoplasm,	KW-0315~Glutamine amidotransferase,KW-0677~Repeat,		KW-0032~Aminotransferase,KW-0808~Transferase,		ACT_SITE:For Fru-6P isomerization activity,ACT_SITE:Nucleophile	 for GATase activity,DOMAIN:Glutamine amidotransferase type-2,DOMAIN:SIS 1,DOMAIN:SIS 2,		
SMc00097	glutathione S-transferase family protein(SM2011_RS19195)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,		GO:0004364~glutathione transferase activity,GO:0016740~transferase activity,	IPR004045:Glutathione S-transferase, N-terminal,IPR004046:Glutathione S-transferase, C-terminal,IPR010987:Glutathione S-transferase, C-terminal-like,							KW-0808~Transferase,		DOMAIN:GST C-terminal,DOMAIN:GST N-terminal,			
SMc00949	heat shock protein HspQ(hspQ)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,	IPR011722:Hemimethylated DNA-binding domain,		SM00992:SM00992,	KW-0346~Stress response,				KW-0238~DNA-binding,		DOMAIN:YccV-like,			
SMc00293	homoserine dehydrogenase(SM2011_RS23170)	Sinorhizobium meliloti 2011	GO:0009086~methionine biosynthetic process,GO:0009088~threonine biosynthetic process,GO:0009097~isoleucine biosynthetic process,		GO:0004412~homoserine dehydrogenase activity,GO:0050661~NADP binding,	IPR001342:Homoserine dehydrogenase, catalytic,IPR002912:ACT domain,IPR005106:Aspartate/homoserine dehydrogenase, NAD-binding,IPR016204:Homoserine dehydrogenase,IPR019811:Homoserine dehydrogenase, conserved site,	PIRSF000098:homoserine dehydrogenase,		KW-0100~Branched-chain amino acid biosynthesis,			KW-0521~NADP,			ACT_SITE:Proton donor,BINDING:NADP,BINDING:Substrate,DOMAIN:ACT,NP_BIND:NADP,			
SMa0852	host-specificity nodulation protein HsnA(hsnA)	Sinorhizobium meliloti 2011				IPR006162:Phosphopantetheine attachment site,IPR009081:Acyl carrier protein-like,			KW-0536~Nodulation,					KW-0596~Phosphopantetheine,KW-0597~Phosphoprotein,	DOMAIN:Carrier,			
SMa0853	host-specificity nodulation protein HsnB(hsnB)	Sinorhizobium meliloti 2011	GO:0006633~fatty acid biosynthetic process,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004315~3-oxoacyl-[acyl-carrier-protein] synthase activity,	IPR014030:Beta-ketoacyl synthase, N-terminal,IPR014031:Beta-ketoacyl synthase, C-terminal,IPR016039:Thiolase-like,IPR018201:Beta-ketoacyl synthase, active site,IPR020615:Thiolase, acyl-enzyme intermediate active site,IPR020841:Polyketide synthase, beta-ketoacyl synthase domain,		SM00825:SM00825,	KW-0536~Nodulation,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0808~Transferase,		TRANSMEM:Helical,			
SMa0851	host-specificity nodulation protein HsnD(hsnD)	Sinorhizobium meliloti 2011			GO:0008146~sulfotransferase activity,	IPR000863:Sulfotransferase domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0536~Nodulation,				KW-0808~Transferase,		REGION:Hydrophobic,			
SM_b21285	hydroxyisourate hydrolase(uraH)	Sinorhizobium meliloti 2011	GO:0006144~purine nucleobase metabolic process,		GO:0033971~hydroxyisourate hydrolase activity,	IPR000895:Transthyretin/hydroxyisourate hydrolase,IPR014306:Hydroxyisourate hydrolase,IPR023416:Transthyretin/hydroxyisourate hydrolase, superfamily,IPR023418:Transthyretin, thyroxine binding site,IPR023419:Transthyretin, conserved site,			KW-0659~Purine metabolism,				KW-0378~Hydrolase,		BINDING:Substrate,DOMAIN:TR_THY,			
SMc02178	hypothetical protein(SM2011_RS16695)	Sinorhizobium meliloti 2011									KW-0732~Signal,							
SMc03017	hypothetical protein(SM2011_RS17610)	Sinorhizobium meliloti 2011				IPR017024:Uncharacterised conserved protein UCP034217, Mll2898,	PIRSF034217:uncharacterized conserved protein,											
SMc03026	hypothetical protein(SM2011_RS17655)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,			
SMc03041	hypothetical protein(SM2011_RS17730)	Sinorhizobium meliloti 2011									KW-0175~Coiled coil,							
SMc03057	hypothetical protein(SM2011_RS17820)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				REGION:Disordered,			
SMc02054	hypothetical protein(SM2011_RS22180)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,							
SMc01180	hypothetical protein(SM2011_RS22570)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,			
SMc01547	hypothetical protein(SM2011_RS26045)	Sinorhizobium meliloti 2011													COMPBIAS:Polar residues,REGION:Disordered,			
SMc02735	hypothetical protein(SM2011_RS26570)	Sinorhizobium meliloti 2011									KW-0175~Coiled coil,							
SMc04316	iron ABC transporter permease(SM2011_RS24840)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					COMPBIAS:Basic and acidic residues,DOMAIN:ABC transmembrane type-1,REGION:Disordered,TRANSMEM:Helical,			
SMc00908	isoleucine--tRNA ligase(SM2011_RS18375)	Sinorhizobium meliloti 2011	GO:0006428~isoleucyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0002161~aminoacyl-tRNA editing activity,GO:0004822~isoleucine-tRNA ligase activity,GO:0005524~ATP binding,	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR002300:Aminoacyl-tRNA synthetase, class Ia,IPR002301:Isoleucine-tRNA ligase,IPR009008:Valyl/Leucyl/Isoleucyl-tRNA synthetase, class Ia, editing domain,IPR009080:Aminoacyl-tRNA synthetase, class 1a, anticodon-binding,IPR013155:Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR023585:Isoleucine-tRNA ligase, type 1,				KW-0963~Cytoplasm,			KW-0436~Ligase,		BINDING:ATP,BINDING:Aminoacyl-adenylate,DOMAIN:Anticodon_1,DOMAIN:tRNA-synt_1,MOTIF:'HIGH' region,MOTIF:'KMSKS' region,			
SMc04346	ketol-acid reductoisomerase(ilvC)	Sinorhizobium meliloti 2011	GO:0009097~isoleucine biosynthetic process,GO:0009099~valine biosynthetic process,		GO:0000287~magnesium ion binding,GO:0004455~ketol-acid reductoisomerase activity,GO:0016853~isomerase activity,GO:0050661~NADP binding,	IPR000506:Acetohydroxy acid isomeroreductase C-terminal,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013023:Acetohydroxy acid isomeroreductase,IPR013116:Acetohydroxy acid isomeroreductase, catalytic,IPR014359:Ketol-acid reductoisomerase, gammaproteobacteria,	PIRSF000116:ketol-acid reductoisomerase, Gammaproteobacteria type,		KW-0028~Amino-acid biosynthesis,KW-0100~Branched-chain amino acid biosynthesis,			KW-0460~Magnesium,KW-0479~Metal-binding,KW-0521~NADP,	KW-0413~Isomerase,KW-0560~Oxidoreductase,		BINDING:NADP,BINDING:NADP	 via amide nitrogen,BINDING:Substrate,DOMAIN:KARI C-terminal knotted,DOMAIN:KARI N-terminal Rossmann,METAL:Magnesium 1,METAL:Magnesium 2,NP_BIND:NADP,		
SMc03173	lysine--tRNA ligase(lysS)	Sinorhizobium meliloti 2011	GO:0006430~lysyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0003676~nucleic acid binding,GO:0004824~lysine-tRNA ligase activity,GO:0005524~ATP binding,	IPR002313:Lysine-tRNA ligase, class II,IPR004364:Aminoacyl-tRNA synthetase, class II (D/K/N),IPR004365:Nucleic acid binding, OB-fold, tRNA/helicase-type,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR012340:Nucleic acid-binding, OB-fold,IPR018149:Lysyl-tRNA synthetase, class II, C-terminal,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,		DOMAIN:AA_TRNA_LIGASE_II,METAL:Magnesium 1,METAL:Magnesium 2,			
SMc00399	magnesium/cobalt transporter CorA(corA)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015087~cobalt ion transmembrane transporter activity,GO:0015095~magnesium ion transmembrane transporter activity,	IPR002523:Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB,IPR004488:Magnesium/cobalt transport protein CorA,			KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0175~Coiled coil,	KW-0460~Magnesium,			TRANSMEM:Helical,			
SMc01721	membrane protein insertase YidC(yidC)	Sinorhizobium meliloti 2011	GO:0015031~protein transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0032977~membrane insertase activity,	IPR001708:Membrane insertase OXA1/ALB3/YidC,IPR019998:Membrane insertase YidC,			KW-0653~Protein transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0143~Chaperone,		COMPBIAS:Polar residues,DOMAIN:YidC_periplas,REGION:Disordered,TRANSMEM:Helical,			
SMc00566	membrane protein(SM2011_RS20105)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,			
SMc03159	methionine ABC transporter ATP-binding protein(SM2011_RS29085)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0033232~D-methionine-transporting ATPase activity,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR017908:ABC transporter, methionine import, ATP-binding protein, MetN, C-terminal,IPR018449:NIL domain,IPR026253:ABC transporter, methionine import, ATP-binding protein MetN,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00930:SM00930,	KW-0029~Amino-acid transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-1278~Translocase,		DOMAIN:ABC transporter,NP_BIND:ATP,			
SMc01104	methyl-accepting chemotaxis protein(SM2011_RS16430)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0007165~signal transduction,	GO:0016021~integral component of membrane,	GO:0004888~transmembrane signaling receptor activity,	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,		SM00283:MA,SM00304:HAMP,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0675~Receptor,KW-0807~Transducer,		DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,REGION:Disordered,TRANSMEM:Helical,			
SMc00765	methyl-accepting chemotaxis protein(SM2011_RS17905)	Sinorhizobium meliloti 2011	GO:0007165~signal transduction,	GO:0016021~integral component of membrane,		IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,		SM00283:MA,SM00304:HAMP,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0807~Transducer,		DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,TRANSMEM:Helical,			
SMc01469	methyl-accepting chemotaxis protein(SM2011_RS25340)	Sinorhizobium meliloti 2011	GO:0007165~signal transduction,	GO:0016021~integral component of membrane,		IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,		SM00283:MA,SM00304:HAMP,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0807~Transducer,		DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,REGION:Disordered,TRANSMEM:Helical,			
SMc02857	molecular chaperone DnaK(dnaK)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,		GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0051082~unfolded protein binding,	IPR012725:Chaperone DnaK,IPR013126:Heat shock protein 70 family,IPR018181:Heat shock protein 70, conserved site,			KW-0346~Stress response,		KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,	KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,REGION:Disordered,			
SMa0744	molecular chaperone GroEL(groEL)	Sinorhizobium meliloti GR4	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP	 via amide nitrogen,NP_BIND:ATP,		
SMa0849	nod/exo genes transcriptional regulator SyrM(syrM)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000847:Transcription regulator HTH, LysR,IPR005119:LysR, substrate-binding,			KW-0536~Nodulation,KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0010~Activator,KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH lysR-type,			
SMa0869	nodulation N-acyltransferase NodA(nodA)	Sinorhizobium meliloti 2011		GO:0005829~cytosol,	GO:0016746~transferase activity, transferring acyl groups,	IPR003484:N-acyltransferase NodA,IPR020567:Nodulation protein A, NodA, conserved site,			KW-0536~Nodulation,	KW-0963~Cytoplasm,			KW-0012~Acyltransferase,KW-0808~Transferase,					
SMa0876	nodulation protein NolF(nolF)	Sinorhizobium meliloti 2011		GO:0016020~membrane,	GO:0022857~transmembrane transporter activity,	IPR006143:RND efflux pump, membrane fusion protein,			KW-0536~Nodulation,		KW-0175~Coiled coil,				DOMAIN:HlyD_D23,			
SMa0875	nodulation protein NolG(nolG)	Sinorhizobium meliloti 2011		GO:0016020~membrane,	GO:0022857~transmembrane transporter activity,	IPR001036:Acriflavin resistance protein,IPR027463:Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains,			KW-0536~Nodulation,		KW-0732~Signal,				REGION:Disordered,			
SMc01142	nucleotide exchange factor GrpE(grpE)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,	GO:0005737~cytoplasm,	GO:0000774~adenyl-nucleotide exchange factor activity,GO:0042803~protein homodimerization activity,GO:0051087~chaperone binding,	IPR000740:GrpE nucleotide exchange factor,IPR009012:GrpE nucleotide exchange factor, head,IPR013805:GrpE nucleotide exchange factor, coiled-coil,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,		KW-0143~Chaperone,		REGION:Disordered,			
SM_b21494	ornithine cyclodeaminase(SM2011_RS13095)	Sinorhizobium meliloti 2011			GO:0008473~ornithine cyclodeaminase activity,	IPR003462:Ornithine cyclodeaminase/mu-crystallin,IPR023401:Ornithine cyclodeaminase, N-terminal,							KW-0456~Lyase,					
SMc02436	peptide chain release factor 1(prfA)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0016149~translation release factor activity, codon specific,	IPR000352:Peptide chain release factor class I/class II,IPR004373:Peptide chain release factor 1,IPR005139:Peptide chain release factor,		SM00937:SM00937,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,			KW-0488~Methylation,	COMPBIAS:Basic and acidic residues,DOMAIN:RF_PROK_I,REGION:Disordered,			
SM_b21640	phenylacetate-CoA oxygenase subunit PaaA(C770_RS26070)	Sinorhizobium meliloti GR4	GO:0010124~phenylacetate catabolic process,		GO:0097266~phenylacetyl-CoA 1,2-epoxidase activity,	IPR007814:Phenylacetic acid catabolic,IPR009078:Ferritin-like superfamily,IPR011881:Phenylacetate-CoA oxygenase, PaaG subunit,IPR012347:Ferritin-related,									REGION:Disordered,			
SMc00992	phosphodiesterase(SM2011_RS18690)	Sinorhizobium meliloti 2011	GO:0007165~signal transduction,	GO:0016021~integral component of membrane,		IPR000160:GGDEF domain,IPR001633:Diguanylate phosphodiesterase, EAL domain,IPR003660:HAMP linker domain,		SM00052:DUF2,SM00267:DUF1,		KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:EAL,DOMAIN:GGDEF,DOMAIN:HAMP,TRANSMEM:Helical,			
