ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc00493	phosphoribosylformylglycinamidine synthase subunit PurQ(purQ)	Sinorhizobium meliloti 2011	GO:0006189~'de novo' IMP biosynthetic process,GO:0006541~glutamine metabolic process,	GO:0005737~cytoplasm,	GO:0004359~glutaminase activity,GO:0004642~phosphoribosylformylglycinamidine synthase activity,GO:0005524~ATP binding,	IPR010075:Phosphoribosylformylglycinamidine synthase I,	PIRSF001586:phosphoribosylformylglycinamidine synthase I,		KW-0658~Purine biosynthesis,	KW-0963~Cytoplasm,	KW-0315~Glutamine amidotransferase,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-0436~Ligase,		ACT_SITE:Nucleophile,DOMAIN:Glutamine amidotransferase type-1,
SMc00158	pilus assembly protein TadG-related protein(SM2011_RS23805)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR018705:Domain of unknown function DUF2134, membrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:Tad_C,TRANSMEM:Helical,
SMc04280	pilus assembly protein(SM2011_RS24790)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR011050:Pectin lyase fold/virulence factor,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:Tad,TRANSMEM:Helical,
SMc00604	porin family protein(SM2011_RS20290)	Sinorhizobium meliloti 2011				IPR011250:Outer membrane protein/outer membrane enzyme PagP , beta-barrel,IPR027385:Outer membrane protein beta-barrel,					KW-0732~Signal,				DOMAIN:OMP_b-brl,
SMc00148	pyridoxamine 5'-phosphate oxidase family protein(SM2011_RS23855)	Sinorhizobium meliloti 2011				IPR011576:Pyridoxamine 5'-phosphate oxidase-like, FMN-binding domain,IPR012349:FMN-binding split barrel,IPR024029:Pyridoxamine 5-phosphate oxidase, FMN-dependent,									DOMAIN:Putative_PNPOx,
SMc01030	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha(pdhA)	Sinorhizobium meliloti 2011	GO:0006086~acetyl-CoA biosynthetic process from pyruvate,GO:0006096~glycolytic process,	GO:0043231~intracellular membrane-bounded organelle,	GO:0004739~pyruvate dehydrogenase (acetyl-transferring) activity,	IPR001017:Dehydrogenase, E1 component,IPR017597:Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y,			KW-0324~Glycolysis,			KW-0670~Pyruvate,KW-0786~Thiamine pyrophosphate,	KW-0560~Oxidoreductase,		DOMAIN:E1_dh,REGION:Disordered,
SMc01032	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase(SM2011_RS21705)	Sinorhizobium meliloti 2011	GO:0006090~pyruvate metabolic process,GO:0006096~glycolytic process,	GO:0045254~pyruvate dehydrogenase complex,	GO:0004742~dihydrolipoyllysine-residue acetyltransferase activity,	IPR000089:Biotin/lipoyl attachment,IPR001078:2-oxoacid dehydrogenase acyltransferase, catalytic domain,IPR003016:2-oxo acid dehydrogenase, lipoyl-binding site,IPR004167:E3 binding,IPR006257:Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,IPR011053:Single hybrid motif,IPR023213:Chloramphenicol acetyltransferase-like domain,			KW-0324~Glycolysis,		KW-0450~Lipoyl,	KW-0670~Pyruvate,	KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:Lipoyl-binding,DOMAIN:Peripheral subunit-binding (PSBD),REGION:Disordered,
SMc02601	quinolinate synthase NadA(nadA)	Sinorhizobium meliloti 2011	GO:0009435~NAD biosynthetic process,	GO:0005737~cytoplasm,	GO:0008987~quinolinate synthetase A activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR003473:Quinolinate synthetase A,IPR023066:Quinolinate synthase A, type 2,			KW-0662~Pyridine nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,	KW-0808~Transferase,		BINDING:Iminoaspartate,BINDING:Iminoaspartate; via amide nitrogen,METAL:Iron-sulfur (4Fe-4S),REGION:Iminoaspartate binding,
SMc01371	response regulator(SM2011_RS20910)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0051301~cell division,			IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00448:REC,	KW-0131~Cell cycle,KW-0132~Cell division,					KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,
SMc04170	response regulator(SM2011_RS24545)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,			IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00448:REC,						KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,
SMc02098	ribosome recycling factor(frr)	Sinorhizobium meliloti 2011	GO:0006415~translational termination,	GO:0005737~cytoplasm,		IPR002661:Ribosome recycling factor,IPR023584:Ribosome recycling factor domain,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,					DOMAIN:RRF,REGION:Disordered,
SM_b21207	secretion protein HlyD(hlyD)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR022936:Uncharacterised protein family UPF0194, membrane protein YbhG,				KW-0574~Periplasm,	KW-0175~Coiled coil,KW-0732~Signal,				DOMAIN:HlyD_D23,
SMc02392	sel1 repeat family protein(SM2011_RS19650)	Sinorhizobium meliloti 2011				IPR011990:Tetratricopeptide-like helical,
SMc01187	septal ring lytic transglycosylase RlpA family protein(SM2011_RS22515)	Sinorhizobium meliloti 2011	GO:0000270~peptidoglycan metabolic process,GO:0071555~cell wall organization,		GO:0008932~lytic endotransglycosylase activity,GO:0016829~lyase activity,	IPR009009:Barwin-related endoglucanase,IPR012997:Rare lipoprotein A, bacterial,					KW-0732~Signal,		KW-0456~Lyase,	KW-0449~Lipoprotein,	DOMAIN:DPBB_1,
SMc04011	sigma-54 dependent transcriptional regulator(SM2011_RS28610)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,		GO:0005524~ATP binding,GO:0043565~sequence-specific DNA binding,	IPR001789:Signal transduction response regulator, receiver domain,IPR002078:RNA polymerase sigma factor 54 interaction domain,IPR002197:DNA binding HTH domain,  Fis-type,IPR003593:AAA+ ATPase domain,IPR009057:Homeodomain-like,IPR011006:CheY-like superfamily,IPR025662:Sigma-54 interaction domain, ATP-binding site 1,IPR025943:Sigma-54 interaction domain, ATP-binding site 2,IPR025944:Sigma-54 interaction domain, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM00448:REC,	KW-0804~Transcription,KW-0805~Transcription regulation,KW-0902~Two-component regulatory system,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0010~Activator,KW-0238~DNA-binding,	KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,DOMAIN:Sigma-54 factor interaction,REGION:Disordered,
SM_b21344	sugar ABC transporter ATP-binding protein(C770_RS29030)	Sinorhizobium meliloti GR4			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,
SM_b21344	sugar ABC transporter ATP-binding protein(SM2011_RS11200)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,
SMc01629	sugar-binding transcriptional regulator(SM2011_RS25790)	Sinorhizobium meliloti 2011			GO:0030246~carbohydrate binding,	IPR007324:Sugar-binding domain, putative,							KW-0238~DNA-binding,		DOMAIN:Sugar-bind,
SMc00090	sulfate adenylyltransferase subunit CysN(cysN)	Sinorhizobium meliloti 2011	GO:0000103~sulfate assimilation,GO:0070814~hydrogen sulfide biosynthetic process,		GO:0003924~GTPase activity,GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,GO:0005525~GTP binding,	IPR000795:Elongation factor, GTP-binding domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR011779:Sulphate adenylyltransferase, large subunit,IPR027417:P-loop containing nucleoside triphosphate hydrolase,						KW-0067~ATP-binding,KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,		DOMAIN:tr-type G,NP_BIND:GTP,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,
SMc02882	sulfate transporter family protein(SM2011_RS15375)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc02597	superoxide dismutase family protein(SM2011_RS19905)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0004784~superoxide dismutase activity,GO:0046872~metal ion binding,	IPR001424:Superoxide dismutase, copper/zinc binding domain,IPR018152:Superoxide dismutase, copper/zinc, binding site,IPR024134:Superoxide dismutase (Cu/Zn) / chaperones,				KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,	KW-0186~Copper,KW-0862~Zinc,	KW-0560~Oxidoreductase,		DOMAIN:Sod_Cu,
SMc00184	tRNA (cytidine(34)-2'-O)-methyltransferase(SM2011_RS23665)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0008175~tRNA methyltransferase activity,GO:0008757~S-adenosylmethionine-dependent methyltransferase activity,	IPR001537:tRNA/rRNA methyltransferase, SpoU,IPR016914:tRNA (cytidine/uridine-2'-O-)-methyltransferase,	PIRSF029256:S-adenosyl-L-methionine dependent tRNA/rRNA methyltransferase, SpoU type,		KW-0819~tRNA processing,	KW-0963~Cytoplasm,					BINDING:S-adenosyl-L-methionine,BINDING:S-adenosyl-L-methionine; via amide nitrogen,BINDING:S-adenosyl-L-methionine; via amide nitrogen and carbonyl oxygen,DOMAIN:SpoU_methylase,
SMc01206	tRNA guanosine(34) transglycosylase Tgt(tgt)	Sinorhizobium meliloti 2011	GO:0008616~queuosine biosynthetic process,GO:0101030~tRNA-guanine transglycosylation,		GO:0008479~queuine tRNA-ribosyltransferase activity,	IPR002616:tRNA-guanine(15) transglycosylase-like,IPR004803:Queuine tRNA-ribosyltransferase,			KW-0671~Queuosine biosynthesis,KW-0819~tRNA processing,			KW-0862~Zinc,	KW-0328~Glycosyltransferase,KW-0808~Transferase,		ACT_SITE:Nucleophile,ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate; via amide nitrogen,DOMAIN:TGT,REGION:RNA binding,REGION:RNA binding; important for wobble base 34 recognition,REGION:Substrate binding,
SMc00936	threonine ammonia-lyase(ilvA)	Sinorhizobium meliloti 2011	GO:0008652~cellular amino acid biosynthetic process,GO:0009097~isoleucine biosynthetic process,		GO:0004794~L-threonine ammonia-lyase activity,GO:0030170~pyridoxal phosphate binding,	IPR000634:Serine/threonine dehydratase, pyridoxal-phosphate-binding site,IPR001721:Threonine dehydratase, C-terminal regulatory domain,IPR001926:Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily,IPR011820:Threonine dehydratase, biosynthetic, mitochondrial/plastid-type,			KW-0028~Amino-acid biosynthesis,				KW-0456~Lyase,		DOMAIN:ACT-like,
SMc00998	transglutaminase-like cysteine peptidase(SM2011_RS21535)	Sinorhizobium meliloti 2011				IPR010319:Transglutaminase-like cysteine peptidase, predicted,					KW-0732~Signal,
SMc01561	transglycosylase SLT domain-containing protein(SM2011_RS26160)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR008258:Lytic transglycosylase-like, catalytic,IPR023346:Lysozyme-like domain,				KW-0472~Membrane,	KW-0812~Transmembrane,				DOMAIN:SLT_4,
SMc04301	transporter substrate-binding domain-containing protein(SM2011_RS24325)	Sinorhizobium meliloti 2011			GO:0033218~amide binding,
SMc02078	two-component system ChvIG regulator ExoR(exoR)	Sinorhizobium meliloti 2011	GO:0000271~polysaccharide biosynthetic process,			IPR006597:Sel1-like,IPR011990:Tetratricopeptide-like helical,		SM00671:SEL1,	KW-0270~Exopolysaccharide synthesis,		KW-0732~Signal,
SMc04284	uroporphyrinogen-III C-methyltransferase(cobA)	Sinorhizobium meliloti 2011	GO:0019354~siroheme biosynthetic process,GO:0032259~methylation,		GO:0004851~uroporphyrin-III C-methyltransferase activity,	IPR000878:Tetrapyrrole methylase,IPR003043:Uroporphiryn-III C-methyltransferase, conserved site,IPR006366:Uroporphyrin-III C-methyltransferase,IPR014776:Tetrapyrrole methylase, subdomain 2,IPR014777:Tetrapyrrole methylase, subdomain 1,			KW-0627~Porphyrin biosynthesis,			KW-0949~S-adenosyl-L-methionine,	KW-0808~Transferase,		DOMAIN:TP_methylase,
