ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE							
SinmeB_1593	phytanoyl-CoA dioxygenase family protein(SM2011_RS23775)	Sinorhizobium meliloti 2011			GO:0051213~dioxygenase activity,	IPR008775:Phytanoyl-CoA dioxygenase,							KW-0223~Dioxygenase,KW-0560~Oxidoreductase,									
SinmeB_3249	pilus assembly protein CpaD(SM2011_RS15050)	Sinorhizobium meliloti 2011				IPR013361:Pilus biogenesis CpaD,IPR019027:Pilus biogenesis CpaD-related,								KW-0449~Lipoprotein,								
SinmeB_3244	pilus assembly protein N-terminal domain-containing protein(SM2011_RS15025)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,				DOMAIN:T2SS-T3SS_pil_N,							
SinmeB_3243	pilus assembly protein(SM2011_RS15015)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR012495:TadE-like,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,							
SinmeB_4727	plasmid partitioning protein RepA(repA)	Sinorhizobium meliloti 2011				IPR017818:Plasmid partitioning protein, RepA,IPR025669:AAA domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,									DOMAIN:AAA_31,REGION:Disordered,							
SinmeB_1474	poly(3-hydroxyalkanoate) polymerase subunit PhaC(phaC)	Sinorhizobium meliloti 2011	GO:0042619~poly-hydroxybutyrate biosynthetic process,	GO:0005737~cytoplasm,	GO:0016746~transferase activity, transferring acyl groups,	IPR010941:Poly-beta-hydroxybutyrate polymerase, central domain,IPR010963:Poly(R)-hydroxyalkanoic acid synthase, class I,			KW-0583~PHB biosynthesis,	KW-0963~Cytoplasm,			KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:PhaC_N,							
SinmeB_6008	polyamine ABC transporter permease(C770_RS23880)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_3130	polyhydroxyalkanoate depolymerase(phaZ)	Sinorhizobium meliloti 2011				IPR009656:PHB de-polymerase, C-terminal,IPR010915:Polyhydroxyalkanoate depolymerase,	PIRSF020818:polyhydroxyalkanoate depolymerase,								DOMAIN:PHB_depo_C,							
SinmeB_1747	polyketide cyclase(SM2011_RS24225)	Sinorhizobium meliloti 2011				IPR023393:START-like domain,																
SinmeB_0861	polysaccharide export protein(SM2011_RS20595)	Sinorhizobium meliloti 2011		GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0015159~polysaccharide transmembrane transporter activity,	IPR003715:Polysaccharide export protein,IPR019554:Soluble ligand binding domain,				KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,				DOMAIN:SLBB,							
SinmeB_4417	polysaccharide pyruvyl transferase family protein(SM2011_RS07805)	Sinorhizobium meliloti 2011				IPR007345:Polysaccharide pyruvyl transferase,							KW-0808~Transferase,		DOMAIN:PS_pyruv_trans,							
SinmeB_1434	porin family protein(SM2011_RS22950)	Sinorhizobium meliloti 2011				IPR011250:Outer membrane protein/outer membrane enzyme PagP , beta-barrel,IPR027385:Outer membrane protein beta-barrel,					KW-0732~Signal,				DOMAIN:OMP_b-brl,							
SinmeB_2563	porin family protein(SM2011_RS28295)	Sinorhizobium meliloti 2011				IPR011250:Outer membrane protein/outer membrane enzyme PagP , beta-barrel,IPR027385:Outer membrane protein beta-barrel,									DOMAIN:OMP_b-brl,							
SinmeB_1069	preprotein translocase subunit SecG(secG)	Sinorhizobium meliloti 2011	GO:0009306~protein secretion,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015450~P-P-bond-hydrolysis-driven protein transmembrane transporter activity,	IPR004692:Preprotein translocase SecG subunit,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,					REGION:Disordered,TRANSMEM:Helical,							
SinmeB_1004	preprotein translocase subunit SecY(secY)	Sinorhizobium meliloti 2011	GO:0006605~protein targeting,GO:0043952~protein transport by the Sec complex,GO:0065002~intracellular protein transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR002208:SecY/SEC61-alpha family,IPR023201:SecY subunit domain,IPR026593:Protein translocase subunit SecY,	PIRSF004557:preprotein translocase Sec, SecY/Sec61-alpha subunit,		KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					TRANSMEM:Helical,							
SinmeB_5300	prevent-host-death protein(C770_RS19560)	Sinorhizobium meliloti GR4				IPR006442:Type II toxin-antitoxin system, antitoxin Phd/YefM,																
SinmeB_6209	protease(C770_RS22295)	Sinorhizobium meliloti GR4	GO:0006744~ubiquinone biosynthetic process,		GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR001539:Peptidase U32,			KW-0831~Ubiquinone biosynthesis,			KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,			METAL:Iron-sulfur (4Fe-4S),							
SinmeB_6196	protein norD(C770_RS22360)	Sinorhizobium meliloti GR4				IPR002035:von Willebrand factor, type A,		SM00327:VWA,							COMPBIAS:Basic and acidic residues,DOMAIN:VWFA,REGION:Disordered,							
SinmeB_1261	protein-S-isoprenylcysteine O-methyltransferase(SM2011_RS22415)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0004671~protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity,	IPR007269:Isoprenylcysteine carboxyl methyltransferase,				KW-0472~Membrane,	KW-0812~Transmembrane,		KW-0489~Methyltransferase,KW-0808~Transferase,		TRANSMEM:Helical,							
SinmeB_6359	protein-glutamate O-methyltransferase CheR(SM2011_RS04265)	Sinorhizobium meliloti 2011	GO:0032259~methylation,		GO:0008757~S-adenosylmethionine-dependent methyltransferase activity,GO:0008983~protein-glutamate O-methyltransferase activity,	IPR000780:MCP methyltransferase, CheR-type,IPR011990:Tetratricopeptide-like helical,IPR022642:MCP methyltransferase, CheR-type, SAM-binding domain, C-terminal,		SM00138:MeTrc,					KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:CheR-type methyltransferase,							
SinmeB_4530	purine permease(C770_RS33015)	Sinorhizobium meliloti GR4	GO:0015851~nucleobase transport,	GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR006042:Xanthine/uracil permease,IPR006043:Xanthine/uracil/vitamin C permease,IPR017588:Xanthine permease,			KW-0813~Transport,	KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_2596	putative glycolipid-binding domain-containing protein(SM2011_RS28460)	Sinorhizobium meliloti 2011				IPR009467:Putative glycolipid-binding protein,																
SinmeB_6170	pyridoxamine 5'-phosphate oxidase family protein(SM2011_RS03330)	Sinorhizobium meliloti 2011	GO:0009399~nitrogen fixation,			IPR012349:FMN-binding split barrel,IPR024747:Pyridoxamine 5'-phosphate oxidase-related,			KW-0535~Nitrogen fixation,													
SinmeB_1610	pyridoxamine 5'-phosphate oxidase family protein(SM2011_RS23855)	Sinorhizobium meliloti 2011				IPR011576:Pyridoxamine 5'-phosphate oxidase-like, FMN-binding domain,IPR012349:FMN-binding split barrel,IPR024029:Pyridoxamine 5-phosphate oxidase, FMN-dependent,									DOMAIN:Putative_PNPOx,							
SinmeB_1908	pyridoxine 5'-phosphate synthase(SM2011_RS25005)	Sinorhizobium meliloti 2011	GO:0008615~pyridoxine biosynthetic process,	GO:0005737~cytoplasm,	GO:0033856~pyridoxine 5'-phosphate synthase activity,	IPR004569:Pyridoxal phosphate (active vitamin B6) biosynthesis PdxJ,IPR013785:Aldolase-type TIM barrel,			KW-0664~Pyridoxine biosynthesis,	KW-0963~Cytoplasm,			KW-0808~Transferase,		ACT_SITE:Proton acceptor,ACT_SITE:Proton donor,BINDING:1-deoxy-D-xylulose 5-phosphate,BINDING:3-amino-2-oxopropyl phosphate,BINDING:3-amino-2-oxopropyl phosphate	 via amide nitrogen,REGION:3-amino-2-oxopropyl phosphate binding,SITE:Transition state stabilizer,						
SinmeB_4463	pyrroloquinoline quinone biosynthesis protein PqqC(C770_RS32665)	Sinorhizobium meliloti GR4	GO:0018189~pyrroloquinoline quinone biosynthetic process,		GO:0033732~pyrroloquinoline-quinone synthase activity,	IPR004305:Thiaminase-2/PQQ biosynthesis protein C,IPR011845:Coenzyme PQQ biosynthesis protein C,IPR016084:Haem oxygenase-like, multi-helical,							KW-0560~Oxidoreductase,		DOMAIN:TENA_THI-4,							
SinmeB_4646	pyruvate dehydrogenase E1 subunit beta(C770_RS25900)	Sinorhizobium meliloti GR4			GO:0016624~oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor,	IPR001017:Dehydrogenase, E1 component,IPR005475:Transketolase-like, pyrimidine-binding domain,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,		SM00861:SM00861,			KW-0175~Coiled coil,	KW-0670~Pyruvate,	KW-0560~Oxidoreductase,		DOMAIN:Transket_pyr,							
SinmeB_1077	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase(SM2011_RS21705)	Sinorhizobium meliloti 2011	GO:0006090~pyruvate metabolic process,GO:0006096~glycolytic process,	GO:0045254~pyruvate dehydrogenase complex,	GO:0004742~dihydrolipoyllysine-residue acetyltransferase activity,	IPR000089:Biotin/lipoyl attachment,IPR001078:2-oxoacid dehydrogenase acyltransferase, catalytic domain,IPR003016:2-oxo acid dehydrogenase, lipoyl-binding site,IPR004167:E3 binding,IPR006257:Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,IPR011053:Single hybrid motif,IPR023213:Chloramphenicol acetyltransferase-like domain,			KW-0324~Glycolysis,		KW-0450~Lipoyl,	KW-0670~Pyruvate,	KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:Lipoyl-binding,DOMAIN:Peripheral subunit-binding (PSBD),REGION:Disordered,							
SinmeB_6173	response regulator FixJ(fixJ)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,GO:0009399~nitrogen fixation,GO:0045893~positive regulation of transcription, DNA-templated,	GO:0005737~cytoplasm,GO:0032993~protein-DNA complex,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0001216~bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding,GO:0003677~DNA binding,GO:0046872~metal ion binding,	IPR000792:Transcription regulator LuxR, C-terminal,IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,IPR016032:Signal transduction response regulator, C-terminal effector,		SM00421:HTH_LUXR,SM00448:REC,	KW-0535~Nitrogen fixation,KW-0804~Transcription,KW-0805~Transcription regulation,KW-0902~Two-component regulatory system,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0010~Activator,KW-0238~DNA-binding,	KW-0597~Phosphoprotein,	DNA_BIND:H-T-H motif,DOMAIN:HTH luxR-type,DOMAIN:Response regulatory,METAL:Magnesium,METAL:Magnesium	 via carbonyl oxygen,						
SinmeB_6358	response regulator transcription factor(SM2011_RS04260)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR000792:Transcription regulator LuxR, C-terminal,IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,IPR016032:Signal transduction response regulator, C-terminal effector,		SM00421:HTH_LUXR,SM00448:REC,					KW-0238~DNA-binding,	KW-0597~Phosphoprotein,	DOMAIN:HTH luxR-type,DOMAIN:Response regulatory,REGION:Disordered,							
SinmeB_0643	response regulator transcription factor(SM2011_RS19530)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,		GO:0003677~DNA binding,	IPR001789:Signal transduction response regulator, receiver domain,IPR001867:Signal transduction response regulator, C-terminal,IPR011006:CheY-like superfamily,		SM00448:REC,SM00862:SM00862,						KW-0597~Phosphoprotein,	DNA_BIND:OmpR/PhoB-type,DOMAIN:OmpR/PhoB-type,DOMAIN:Response regulatory,							
SinmeB_5456	response regulator(SM2011_RS00310)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,			IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00448:REC,						KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,							
SinmeB_6625	response regulator(SM2011_RS04635)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,			IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00448:REC,						KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,							
SinmeB_0235	rhamnose ABC transporter substrate-binding protein(rhaS)	Sinorhizobium meliloti 2011	GO:0015762~rhamnose transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR013459:Rhamnose ABC transporter, rhamnose-binding,IPR025997:Periplasmic binding protein domain,				KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:Peripla_BP_4,							
SinmeB_5348	rhizobactin siderophore biosynthesis protein RhbD(C770_RS19220)	Sinorhizobium meliloti GR4	GO:0019290~siderophore biosynthetic process,		GO:0016746~transferase activity, transferring acyl groups,	IPR016181:Acyl-CoA N-acyltransferase,IPR019432:Siderophore biosynthesis protein, conserved domain,		SM01006:SM01006,							DOMAIN:AlcB,							
SinmeB_5348	rhizobactin siderophore biosynthesis protein RhbD(rhbD)	Sinorhizobium meliloti 2011	GO:0019289~rhizobactin 1021 biosynthetic process,GO:0019290~siderophore biosynthetic process,		GO:0016746~transferase activity, transferring acyl groups,	IPR016181:Acyl-CoA N-acyltransferase,IPR019432:Siderophore biosynthesis protein, conserved domain,		SM01006:SM01006,							DOMAIN:AlcB,							
SinmeB_0837	riboflavin synthase(SM2011_RS20475)	Sinorhizobium meliloti 2011			GO:0004746~riboflavin synthase activity,	IPR001783:Lumazine-binding protein,IPR017938:Riboflavin synthase-like beta-barrel,IPR023366:ATPase, F1/A1 complex, alpha subunit, N-terminal,IPR026017:Lumazine-binding domain,	PIRSF000498:riboflavin synthase, alpha subunit,				KW-0677~Repeat,		KW-0808~Transferase,		BINDING:Lumazine 2,DOMAIN:Lumazine-binding,REGION:Lumazine 1 binding,REGION:Lumazine 2 binding	 shared with one trimeric partner,REPEAT:Lumazine-binding,						
SinmeB_3367	ribonuclease D(SM2011_RS15660)	Sinorhizobium meliloti 2011			GO:0003676~nucleic acid binding,GO:0008408~3'-5' exonuclease activity,	IPR002562:3'-5' exonuclease domain,IPR012337:Ribonuclease H-like domain,		SM00474:35EXOc,					KW-0269~Exonuclease,KW-0378~Hydrolase,KW-0540~Nuclease,		DOMAIN:3'-5' exonuclease,							
SinmeB_0078	ribonuclease P protein component(rnpA)	Sinorhizobium meliloti 2011	GO:0001682~tRNA 5'-leader removal,		GO:0000049~tRNA binding,GO:0004526~ribonuclease P activity,	IPR000100:Ribonuclease P,IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup,IPR020568:Ribosomal protein S5 domain 2-type fold,							KW-0378~Hydrolase,KW-0540~Nuclease,KW-0694~RNA-binding,									
SinmeB_4303	ribose 5-phosphate isomerase B(rpiB)	Sinorhizobium meliloti 2011	GO:0005975~carbohydrate metabolic process,		GO:0004751~ribose-5-phosphate isomerase activity,GO:0016853~isomerase activity,	IPR003500:Sugar-phosphate isomerase, RpiB/LacA/LacB family,IPR004785:Ribose 5-phosphate isomerase B,	PIRSF005384:sugar-phosphate isomerase, RpiB/LacA/LacB types,						KW-0413~Isomerase,		ACT_SITE:Proton acceptor,ACT_SITE:Proton donor,							
SinmeB_4303	ribose 5-phosphate isomerase(C770_RS31860)	Sinorhizobium meliloti GR4	GO:0005975~carbohydrate metabolic process,		GO:0004751~ribose-5-phosphate isomerase activity,GO:0016853~isomerase activity,	IPR003500:Sugar-phosphate isomerase, RpiB/LacA/LacB family,IPR004785:Ribose 5-phosphate isomerase B,	PIRSF005384:sugar-phosphate isomerase, RpiB/LacA/LacB types,						KW-0413~Isomerase,		ACT_SITE:Proton acceptor,ACT_SITE:Proton donor,							
SinmeB_4471	ribulose bisphosphate carboxylase large chain(rbcL)	Sinorhizobium meliloti GR4	GO:0019253~reductive pentose-phosphate cycle,		GO:0000287~magnesium ion binding,GO:0004497~monooxygenase activity,GO:0016984~ribulose-bisphosphate carboxylase activity,	IPR000685:Ribulose bisphosphate carboxylase, large subunit, C-terminal,IPR017443:Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal,IPR020878:Ribulose bisphosphate carboxylase, large chain, active site,IPR020888:Ribulose bisphosphate carboxylase, large subunit,			KW-0113~Calvin cycle,KW-0120~Carbon dioxide fixation,			KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0456~Lyase,KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate	 in homodimeric partner,DOMAIN:RuBisCO_large,DOMAIN:RuBisCO_large_N,METAL:Magnesium,METAL:Magnesium	 via carbamate group,SITE:Transition state stabilizer,					
SinmeB_4472	ribulose bisphosphate carboxylase small chain(C770_RS32710)	Sinorhizobium meliloti GR4			GO:0016984~ribulose-bisphosphate carboxylase activity,	IPR000894:Ribulose bisphosphate carboxylase small chain, domain,		SM00961:SM00961,	KW-0113~Calvin cycle,KW-0120~Carbon dioxide fixation,				KW-0456~Lyase,		COMPBIAS:Polar residues,DOMAIN:RuBisCO_small,REGION:Disordered,							
SinmeB_4473	rubsico expression protein CbbX(C770_RS32715)	Sinorhizobium meliloti GR4			GO:0005524~ATP binding,	IPR000470:CbxX/CfqX, monofunctional,IPR000641:CbxX/CfqX,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA,							
SinmeB_2859	saccharopine dehydrogenase family protein(SM2011_RS29830)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR005097:Saccharopine dehydrogenase / Homospermidine synthase,									DOMAIN:Sacchrp_dh_C,DOMAIN:Sacchrp_dh_NADP,							
SinmeB_3191	sarcosine oxidase subunit beta(SM2011_RS14765)	Sinorhizobium meliloti 2011	GO:0046653~tetrahydrofolate metabolic process,	GO:0005737~cytoplasm,	GO:0008115~sarcosine oxidase activity,	IPR001763:Rhodanese-like domain,IPR006076:FAD dependent oxidoreductase,IPR006278:Sarcosine oxidase, beta subunit, heterotetrameric,				KW-0963~Cytoplasm,		KW-0274~FAD,KW-0285~Flavoprotein,KW-0288~FMN,	KW-0560~Oxidoreductase,		DOMAIN:Rhodanese,NP_BIND:FAD,							
SinmeB_0670	sel1 repeat family protein(SM2011_RS19650)	Sinorhizobium meliloti 2011				IPR011990:Tetratricopeptide-like helical,																
SinmeB_4499	sensor histidine kinase(C770_RS32840)	Sinorhizobium meliloti GR4			GO:0000155~phosphorelay sensor kinase activity,	IPR001789:Signal transduction response regulator, receiver domain,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR011006:CheY-like superfamily,		SM00387:HATPase_c,SM00388:HisKA,SM00448:REC,			KW-0175~Coiled coil,		KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	DOMAIN:Histidine kinase,DOMAIN:Response regulatory,							
SinmeB_3430	septal ring lytic transglycosylase RlpA family protein(SM2011_RS15965)	Sinorhizobium meliloti 2011	GO:0000270~peptidoglycan metabolic process,GO:0071555~cell wall organization,		GO:0008932~lytic endotransglycosylase activity,GO:0016829~lyase activity,	IPR009009:Barwin-related endoglucanase,IPR012997:Rare lipoprotein A, bacterial,					KW-0732~Signal,		KW-0456~Lyase,	KW-0449~Lipoprotein,	DOMAIN:DPBB_1,							
SinmeB_4875	septation inhibitor protein(minC)	Sinorhizobium meliloti GR4	GO:0000902~cell morphogenesis,GO:0000917~barrier septum assembly,GO:1901891~regulation of cell septum assembly,			IPR005526:Septum formation inhibitor MinC, C-terminal,IPR013033:Septum formation inhibitor MinC,IPR016098:Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal,			KW-0717~Septation,		KW-0175~Coiled coil,				DOMAIN:MinC_C,REGION:Disordered,							
SinmeB_4876	septum site-determining protein MinD(C770_RS27055)	Sinorhizobium meliloti GR4	GO:0051301~cell division,		GO:0005524~ATP binding,	IPR010223:ATP binding protein MinD, bacterial-type,IPR025501:ATP binding protein MinD,IPR025669:AAA domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	PIRSF003092:ATP binding protein, MinD type,		KW-0131~Cell cycle,KW-0132~Cell division,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA_31,							
SinmeB_4876	septum site-determining protein MinD(minD)	Sinorhizobium meliloti 2011	GO:0051301~cell division,		GO:0005524~ATP binding,	IPR010223:ATP binding protein MinD, bacterial-type,IPR025501:ATP binding protein MinD,IPR025669:AAA domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	PIRSF003092:ATP binding protein, MinD type,		KW-0131~Cell cycle,KW-0132~Cell division,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA_31,							
SinmeB_2017	serine hydrolase(SM2011_RS25545)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0008233~peptidase activity,GO:0019875~6-aminohexanoate-dimer hydrolase activity,	IPR001466:Beta-lactamase-related,IPR012338:Beta-lactamase/transpeptidase-like,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0378~Hydrolase,		DOMAIN:Beta-lactamase,TRANSMEM:Helical,							
SinmeB_1164	serine--tRNA ligase(serS)	Sinorhizobium meliloti 2011	GO:0006434~seryl-tRNA aminoacylation,GO:0016260~selenocysteine biosynthetic process,GO:0097056~selenocysteinyl-tRNA(Sec) biosynthetic process,	GO:0005737~cytoplasm,	GO:0004828~serine-tRNA ligase activity,GO:0005524~ATP binding,	IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002317:Serine-tRNA ligase, type1,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR010978:tRNA-binding arm,IPR015866:Serine-tRNA synthetase, type1, N-terminal,	PIRSF001529:serine-tRNA ligase,		KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,		BINDING:Serine,DOMAIN:AA_TRNA_LIGASE_II,NP_BIND:ATP,REGION:Serine binding,							
SinmeB_2094	siderophore-iron reductase FhuF(fhuF)	Sinorhizobium meliloti 2011			GO:0051537~2 iron, 2 sulfur cluster binding,	IPR008090:Ferric iron reductase,IPR022770:FhuF/siderophore biosynthesis protein, C-terminal,IPR024726:Ferric iron reductase, C-terminal,									DOMAIN:FhuF,DOMAIN:FhuF_C,							
SinmeB_4916	sigma-70 family RNA polymerase sigma factor(SM2011_RS13040)	Sinorhizobium meliloti 2011	GO:0006352~DNA-templated transcription, initiation,		GO:0003677~DNA binding,GO:0016987~sigma factor activity,	IPR000838:RNA polymerase sigma factor 70, ECF, conserved site,IPR007627:RNA polymerase sigma-70 region 2,IPR013249:RNA polymerase sigma factor 70, region 4 type 2,IPR013324:RNA polymerase sigma factor, region 3/4,IPR013325:RNA polymerase sigma factor, region 2,IPR014284:RNA polymerase sigma-70 like domain,			KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,KW-0731~Sigma factor,		DOMAIN:Sigma70_r2,DOMAIN:Sigma70_r4_2,							
SinmeB_1470	single-stranded-DNA-specific exonuclease RecJ(recJ)	Sinorhizobium meliloti 2011	GO:0006281~DNA repair,GO:0006310~DNA recombination,		GO:0003676~nucleic acid binding,GO:0008409~5'-3' exonuclease activity,	IPR001667:Phosphoesterase, RecJ-like,IPR003156:Phosphoesterase, DHHA1,IPR004610:Bacterial RecJ exonuclease,					KW-0175~Coiled coil,		KW-0269~Exonuclease,KW-0378~Hydrolase,KW-0540~Nuclease,		DOMAIN:DHH,DOMAIN:DHHA1,DOMAIN:RecJ_OB,							
SinmeB_1099	siroheme synthase CysG(cysG)	Sinorhizobium meliloti 2011	GO:0009236~cobalamin biosynthetic process,GO:0019354~siroheme biosynthetic process,GO:0032259~methylation,		GO:0004851~uroporphyrin-III C-methyltransferase activity,GO:0043115~precorrin-2 dehydrogenase activity,GO:0051266~sirohydrochlorin ferrochelatase activity,GO:0051287~NAD binding,	IPR000878:Tetrapyrrole methylase,IPR003043:Uroporphiryn-III C-methyltransferase, conserved site,IPR006366:Uroporphyrin-III C-methyltransferase,IPR006367:Sirohaem synthase, N-terminal,IPR012409:Sirohaem synthase,IPR014776:Tetrapyrrole methylase, subdomain 2,IPR014777:Tetrapyrrole methylase, subdomain 1,IPR019478:Sirohaem synthase, dimerisation domain,	PIRSF036426:siroheme synthase,		KW-0169~Cobalamin biosynthesis,KW-0627~Porphyrin biosynthesis,			KW-0520~NAD,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,KW-0511~Multifunctional enzyme,KW-0560~Oxidoreductase,KW-0808~Transferase,		ACT_SITE:Proton acceptor,ACT_SITE:Proton donor,DOMAIN:CysG_dimeriser,DOMAIN:TP_methylase,							
SinmeB_0539	site-specific DNA-methyltransferase(SM2011_RS19030)	Sinorhizobium meliloti 2011	GO:0006260~DNA replication,		GO:0003677~DNA binding,GO:0004519~endonuclease activity,GO:0008170~N-methyltransferase activity,GO:0009007~site-specific DNA-methyltransferase (adenine-specific) activity,	IPR001091:Restriction/modification DNA-methylase,IPR002052:DNA methylase, N-6 adenine-specific, conserved site,IPR002941:DNA methylase N-4/N-6,			KW-0235~DNA replication,			KW-0949~S-adenosyl-L-methionine,	KW-0238~DNA-binding,KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0489~Methyltransferase,KW-0540~Nuclease,KW-0808~Transferase,		DOMAIN:N6_N4_Mtase,DOMAIN:RAMA,							
SinmeB_3622	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC(ugpC)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR015855:ABC transporter, maltose/maltodextrin import, MalK,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,			KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,							
